YEAR,MONTH,AIRPORT,FLIGHTS,STRIKES,WND_ANG_MEAN,WND_SPD_MEAN,CIG_MEAN,VIS_MEAN,TMP_MEAN,DEW_MEAN,SLP_MEAN
2019,1,LAX,51178,17,120.0,2.72,11622.88,13669.53,12.76,5.1,1019.71
2019,1,MCI,8892,2,260.0,5.7,,15000.0,-0.55,-4.75,1021.9
2019,1,MCO,28140,24,192.73,3.99,14028.62,16065.88,13.89,9.37,1022.64
2019,1,MEM,4386,2,20.0,2.05,411.5,10058.0,10.55,8.65,1024.1
2019,1,ORD,62442,3,276.67,2.73,559.0,12874.33,-6.1,-8.33,1031.25
2019,1,RSW,7940,4,155.0,1.27,22000.0,16093.0,16.52,11.68,1018.18
2019,1,SDF,4122,4,255.0,6.05,14810.0,15546.5,7.5,-0.27,1018.38
2019,1,SEA,33017,5,60.0,1.96,22000.0,12833.6,4.5,1.26,1008.23
2019,1,SLC,20475,8,265.0,2.2,6200.75,11846.62,-2.36,-4.65,1024.6
2019,1,TPA,14508,9,81.25,3.32,13163.71,16051.67,12.47,7.53,1023.67
2019,2,ATL,62227,10,163.0,4.13,4718.17,10008.7,7.94,1.82,1024.61
2019,2,AUS,9566,7,217.5,1.67,7099.25,7912.57,15.09,10.86,1017.0
2019,2,CLT,39228,6,193.33,3.72,2682.5,14096.17,11.3,4.98,1020.62
2019,2,CVG,7364,6,78.33,3.95,13591.0,13900.83,1.58,-5.02,1023.27
2019,2,DAL,10823,2,120.0,3.1,7620.0,16093.0,6.95,0.25,1021.15
2019,2,DEN,41242,9,183.75,3.31,10969.57,11994.89,-5.57,-11.16,1013.92
2019,2,DFW,47192,15,152.67,5.03,8610.86,12431.33,7.89,0.67,1017.95
2019,2,DTW,26404,0,,,,,,,
2019,2,FLL,22707,7,140.0,3.8,14043.14,16093.0,22.37,19.84,1019.29
2019,2,IAH,33364,8,220.0,4.44,4388.14,11363.5,16.73,11.31,1015.44
2019,2,JFK,31320,7,251.43,4.36,8887.67,13900.0,-1.54,-7.81,1026.4
2019,2,LAX,45736,9,190.0,3.54,10299.29,15714.78,11.61,6.92,1016.08
2019,2,MCI,8017,1,120.0,4.6,22000.0,16093.0,-10.0,-13.9,1042.0
2019,2,MCO,25796,16,111.54,2.46,13580.08,14747.69,19.73,17.29,1020.41
2019,2,MEM,4066,4,270.0,3.48,13286.0,16069.75,7.5,0.95,1019.52
2019,2,ORD,60476,2,295.0,5.1,22000.0,15242.0,-3.6,-6.95,1020.1
2019,2,RSW,7656,8,88.57,3.36,13830.0,12522.38,19.76,17.35,1021.32
2019,2,SDF,3713,4,163.33,3.22,16597.0,16046.5,7.5,-1.98,1020.48
2019,2,SEA,28268,2,360.0,1.55,488.0,16046.5,3.85,0.25,1011.25
2019,2,SLC,18460,4,175.0,4.0,8268.0,15069.75,3.62,-1.52,1003.95
2019,2,TPA,13367,6,154.0,2.23,17185.75,13713.17,18.62,15.58,1020.56
2019,3,ATL,75035,21,238.95,3.64,5023.5,14170.76,12.49,4.53,1020.21
2019,3,AUS,11417,18,232.31,3.6,7041.69,12200.33,16.66,8.62,1017.66
2019,3,CLT,45202,5,145.0,2.8,12935.5,13400.4,10.44,3.78,1021.22
2019,3,CVG,9096,4,220.0,3.1,2134.0,14414.0,4.85,1.4,1018.88
2019,3,DAL,12206,8,104.29,5.72,6764.88,14081.5,12.14,6.82,1013.78
2019,3,DEN,47221,10,211.11,4.06,15830.0,14684.2,-2.04,-5.88,1019.31
2019,3,DFW,54487,22,154.5,4.75,13255.57,14761.55,11.09,4.48,1021.57
2019,3,DTW,32660,8,170.0,3.94,12097.25,12501.75,1.69,-3.69,1022.49
2019,3,FLL,26560,5,234.0,4.22,9525.4,16093.0,19.34,13.78,1019.0
2019,3,IAH,39167,11,188.0,3.09,8912.18,14483.73,16.27,8.03,1025.11
2019,3,JFK,36702,11,219.0,5.44,16715.71,15306.55,4.95,-1.81,1025.14
2019,3,LAX,52928,5,216.67,2.9,8014.5,15752.6,15.22,8.44,1016.44
2019,3,MCI,9608,11,264.55,4.07,10076.67,14107.82,4.52,0.2,1024.36
2019,3,MCO,31089,21,254.0,3.2,16519.53,16075.29,16.63,8.63,1022.65
2019,3,MEM,4856,16,176.88,3.9,14248.85,14153.0,13.3,6.12,1019.29
2019,3,ORD,72741,11,204.0,3.42,18012.0,15113.36,1.94,-2.03,1024.51
2019,3,RSW,9933,6,171.67,2.77,18358.67,16093.0,18.33,15.73,1018.76
2019,3,SDF,4483,11,133.33,2.67,11393.25,15722.64,6.02,-3.28,1024.45
2019,3,SEA,33848,1,210.0,7.7,2438.0,16093.0,12.8,6.7,1013.7
2019,3,SLC,21795,9,198.33,1.82,8679.67,15819.11,3.17,-1.97,1018.49
2019,3,TPA,16687,14,116.36,2.51,17442.1,15053.14,20.84,13.45,1021.04
2019,4,ATL,72487,20,174.67,3.06,19425.5,14651.15,20.42,11.08,1016.94
2019,4,AUS,11220,20,139.41,3.98,10837.89,14752.6,21.14,15.1,1013.27
2019,4,CLT,43600,30,165.0,4.46,12047.67,14718.77,14.24,8.17,1014.52
2019,4,CVG,8882,7,257.5,2.44,2783.67,15365.43,13.41,6.99,1011.57
2019,4,DAL,11502,20,155.38,3.12,12304.55,14544.1,16.58,10.72,1014.38
2019,4,DEN,47005,17,172.94,3.91,19013.86,14374.82,3.86,-4.03,1013.62
2019,4,DFW,52197,39,183.43,4.35,13538.33,15619.56,17.19,12.08,1011.49
2019,4,DTW,31737,14,158.33,4.04,7843.25,13097.07,9.76,3.85,1016.08
2019,4,FLL,24464,9,196.67,3.48,19633.44,16093.0,23.48,17.34,1017.06
2019,4,IAH,36461,21,132.5,4.78,5825.17,14990.48,23.46,18.56,1013.92
2019,4,JFK,35841,9,140.0,4.88,7679.25,11982.0,10.18,6.73,1015.43
2019,4,LAX,51383,20,233.75,4.76,12246.05,14317.05,17.16,10.3,1014.75
2019,4,MCI,9231,7,190.0,6.94,10279.67,15147.0,17.51,6.19,1007.9
2019,4,MCO,29245,21,188.82,3.78,13626.53,15137.33,21.81,15.5,1017.25
2019,4,MEM,4696,15,181.43,3.61,11420.46,14255.8,19.45,12.18,1015.06
2019,4,ORD,71184,9,165.56,4.87,12021.0,13479.11,5.54,1.28,1012.66
2019,4,RSW,7849,12,114.55,3.82,22000.0,16093.0,23.22,17.68,1018.58
2019,4,SDF,4643,13,191.67,3.13,7614.57,15431.15,15.42,7.74,1015.36
2019,4,SEA,33559,12,228.33,3.74,12566.0,15220.92,11.1,4.77,1020.54
2019,4,SLC,20346,9,128.57,3.09,12828.83,16051.67,10.49,3.93,1010.55
2019,4,TEB,7,6,270.0,5.25,14875.0,14215.5,13.87,5.28,1014.85
2019,4,TPA,15351,2,225.0,5.95,13438.5,16093.0,25.0,20.8,1008.2
2019,5,ATL,75893,21,203.85,2.14,16379.32,15414.86,21.66,16.25,1015.97
2019,5,AUS,12000,11,116.67,3.78,7877.1,12968.27,23.73,18.59,1011.04
2019,5,CLT,45458,10,204.44,3.09,16150.25,14609.0,22.32,16.14,1017.23
2019,5,CVG,9504,18,211.25,2.67,9116.23,14000.56,16.69,13.77,1015.41
2019,5,DAL,11713,15,178.18,4.36,10933.13,14349.67,24.35,17.64,1011.72
2019,5,DEN,51010,64,195.42,4.06,12785.15,13282.28,8.07,2.46,1009.21
2019,5,DFW,57674,40,195.13,4.63,17731.92,13449.78,19.94,16.6,1011.32
2019,5,DTW,32788,26,136.32,2.92,8996.61,13650.69,12.23,7.03,1016.81
2019,5,FLL,23460,8,117.14,4.95,17605.0,16093.0,26.92,21.89,1015.08
2019,5,IAH,37416,26,147.5,5.48,5766.22,14716.96,25.62,22.72,1013.29
2019,5,JFK,36834,31,170.32,5.22,11808.11,13580.19,14.79,11.24,1016.7
2019,5,LAX,52596,14,258.0,4.71,13597.92,14933.57,17.63,11.96,1012.72
2019,5,MCI,9614,26,166.8,2.85,9141.37,13441.88,17.19,12.98,1012.13
2019,5,MCO,28113,7,90.0,5.51,16193.14,16079.71,27.54,18.74,1017.63
2019,5,MEM,5210,26,190.38,3.51,16488.04,16067.96,23.73,17.75,1013.77
2019,5,ORD,75921,39,186.94,4.35,8266.32,14639.36,12.52,8.46,1012.93
2019,5,RSW,5055,8,105.0,3.55,19341.5,16093.0,25.69,20.71,1016.32
2019,5,SDF,4896,30,182.5,3.72,5965.0,16089.9,22.31,13.88,1014.14
2019,5,SEA,36324,19,217.78,3.74,9197.65,15998.53,15.41,6.62,1015.42
2019,5,SLC,20976,18,143.33,3.63,12912.58,15773.89,12.36,4.77,1008.5
2019,5,TPA,14007,6,172.0,3.43,10219.0,15379.83,25.65,20.93,1016.13
2019,6,ATL,75480,25,200.91,3.54,9725.29,15531.96,24.82,18.34,1017.12
2019,6,AUS,12132,12,147.78,3.34,8393.14,15470.92,25.45,21.62,1013.1
2019,6,CLT,44369,24,223.16,2.73,13993.0,12670.62,24.2,19.06,1015.54
2019,6,CVG,9496,24,207.14,2.71,11216.71,14742.25,21.02,17.5,1015.2
2019,6,DAL,11911,24,169.09,3.87,8686.38,15355.46,25.02,19.14,1012.95
2019,6,DEN,53088,64,194.76,4.08,15310.98,15827.03,15.05,7.29,1011.28
2019,6,DFW,58398,37,155.43,4.74,12800.94,16085.46,23.56,18.29,1013.46
2019,6,DTW,32702,21,111.18,2.51,9038.61,12236.1,18.39,13.4,1014.16
2019,6,FLL,22162,8,162.86,4.04,12474.5,16093.0,28.62,23.4,1016.04
2019,6,IAH,37223,15,85.0,1.33,13344.71,13308.67,25.47,23.22,1015.92
2019,6,JFK,36770,23,220.0,4.68,14628.14,15110.04,21.14,14.7,1013.88
2019,6,LAX,53969,7,204.29,2.06,1265.17,13035.43,17.94,14.27,1013.39
2019,6,MCI,9636,21,199.0,3.7,6936.33,16069.75,21.22,18.1,1010.84
2019,6,MCO,27445,18,163.12,3.63,16483.29,15829.44,28.93,22.61,1017.81
2019,6,MEM,5077,13,177.5,2.57,12105.91,15583.54,22.82,17.88,1015.06
2019,6,ORD,76786,32,158.62,3.31,9704.7,14972.12,19.05,12.67,1014.03
2019,6,RSW,4105,11,141.43,1.83,22000.0,16093.0,26.92,23.03,1016.7
2019,6,SDF,4889,15,174.55,2.51,11192.14,15669.47,21.43,15.91,1015.64
2019,6,SEA,38078,7,185.71,4.33,8578.0,16079.71,14.29,9.21,1018.6
2019,6,SLC,21496,25,164.0,3.32,13125.95,16063.24,17.73,6.68,1013.62
2019,6,TPA,13411,19,194.0,2.5,13795.67,16073.26,27.68,23.21,1015.54
2019,7,ATL,77815,25,196.36,2.88,16982.92,16089.28,25.7,19.68,1017.55
2019,7,AUS,12547,19,147.33,3.16,19370.0,15963.26,28.41,21.51,1014.31
2019,7,CLT,45300,24,237.5,2.7,14949.53,15856.96,26.61,20.65,1016.39
2019,7,CVG,9494,34,252.08,2.57,15256.42,13924.38,23.63,18.71,1015.17
2019,7,DAL,12532,22,151.82,3.69,17884.23,16093.0,28.23,21.04,1013.96
2019,7,DEN,56342,80,198.53,4.79,16874.67,15997.36,20.37,10.53,1011.26
2019,7,DFW,61339,56,152.55,3.51,16397.27,16081.38,24.9,19.14,1014.94
2019,7,DTW,33605,57,186.12,2.44,10916.25,13914.35,21.89,16.45,1016.07
2019,7,FLL,22672,6,146.67,3.83,17206.67,16093.0,28.87,24.13,1018.13
2019,7,IAH,38862,15,200.77,2.31,15184.0,16074.4,27.18,23.8,1014.04
2019,7,JFK,37973,35,247.65,3.82,17965.35,15793.23,24.39,20.33,1015.02
2019,7,LAX,56506,5,212.5,3.5,5588.8,11265.2,20.3,16.32,1013.67
2019,7,MCI,9884,12,218.0,2.62,17655.67,15951.17,21.38,18.25,1016.67
2019,7,MCO,28882,25,179.05,2.4,16705.65,15579.72,26.26,22.61,1017.11
2019,7,MEM,5067,19,163.33,1.89,17680.94,15908.95,24.8,21.89,1016.38
2019,7,ORD,78235,51,188.3,3.24,17087.78,15898.22,21.12,16.18,1016.2
2019,7,RSW,3898,8,115.71,2.52,19330.0,16093.0,25.84,23.32,1017.43
2019,7,SDF,5001,28,180.91,2.31,19533.36,16023.25,23.37,18.56,1017.07
2019,7,SEA,40305,29,177.41,2.83,14398.92,16008.66,18.01,11.47,1017.67
2019,7,SLC,22456,11,203.75,2.39,17015.4,16076.09,26.0,10.05,1011.88
2019,7,TPA,13876,14,215.0,2.61,16757.08,16086.36,28.15,23.29,1017.31
2019,8,ATL,78055,26,193.04,2.6,13825.5,15652.62,26.98,20.58,1014.83
2019,8,AUS,12229,24,157.5,2.62,16371.76,15785.25,28.41,22.38,1011.94
2019,8,CLT,45474,30,145.0,2.1,15742.19,14404.77,24.19,18.69,1015.55
2019,8,CVG,9483,28,166.92,2.94,15325.04,14848.21,21.8,17.26,1014.28
2019,8,DAL,12410,9,162.5,3.54,16918.78,16093.0,28.69,22.54,1011.98
2019,8,DEN,55605,53,207.5,4.76,14952.76,15618.87,20.15,9.19,1010.87
2019,8,DFW,62125,49,150.0,3.54,15347.94,15988.78,29.28,21.34,1012.42
2019,8,DTW,34448,43,206.49,2.51,11819.0,14182.19,21.36,15.27,1015.19
2019,8,FLL,22035,13,225.45,2.14,14663.77,16093.0,28.6,24.22,1015.22
2019,8,IAH,38224,21,157.06,1.89,13558.67,15009.05,29.65,23.29,1014.82
2019,8,JFK,38392,27,164.4,3.62,13642.19,15549.7,23.38,18.92,1015.92
2019,8,LAX,56406,16,246.67,4.61,17947.44,14810.62,21.91,16.61,1012.51
2019,8,MCI,9851,27,161.85,3.56,10301.08,15668.89,23.5,19.34,1015.32
2019,8,MCO,27216,31,178.0,2.6,17641.93,15354.97,27.14,23.45,1015.88
2019,8,MEM,4997,24,202.67,2.12,15391.24,16073.62,26.52,21.93,1015.23
2019,8,ORD,78960,60,228.78,2.47,13820.21,15270.75,20.14,15.56,1014.92
2019,8,RSW,3663,27,134.17,1.47,17511.93,15735.41,27.78,24.61,1015.5
2019,8,SDF,4941,21,197.65,2.28,18617.94,15572.52,23.54,17.48,1015.11
2019,8,SEA,40966,12,194.17,3.17,13459.0,15100.0,16.36,12.73,1016.39
2019,8,SLC,22627,24,193.81,3.2,21235.55,16077.5,24.36,4.89,1011.58
2019,8,TPA,12959,10,162.0,3.19,7536.5,15288.4,28.29,24.1,1015.91
2019,9,ATL,69722,22,147.14,3.35,21024.95,16015.64,27.87,16.81,1018.08
2019,9,AUS,11496,13,130.0,2.8,18681.08,16093.0,29.23,20.47,1013.37
2019,9,CLT,43902,25,100.53,2.34,16693.44,15059.4,26.38,17.34,1018.36
2019,9,CVG,8656,28,163.75,2.8,17180.31,15821.93,20.42,14.35,1017.42
2019,9,DAL,12066,11,144.55,3.93,22000.0,16093.0,29.05,19.43,1013.64
2019,9,DEN,52261,68,205.47,4.72,17031.75,16083.28,17.23,3.8,1009.91
2019,9,DFW,57569,40,150.83,3.76,19009.53,16090.68,27.46,19.61,1013.48
2019,9,DTW,31403,31,212.0,3.56,4710.07,14064.06,19.3,14.77,1016.38
2019,9,FLL,18038,15,159.33,4.17,12244.27,16093.0,29.08,23.41,1012.59
2019,9,IAH,34700,10,125.0,0.62,16924.0,16065.1,24.64,22.39,1015.6
2019,9,JFK,34688,30,159.33,4.37,13202.9,15925.87,19.87,14.52,1020.28
2019,9,LAX,50343,13,222.5,4.35,22000.0,16093.0,23.67,16.68,1011.34
2019,9,MCI,9284,18,155.0,4.5,13511.65,15819.67,23.26,19.13,1015.46
2019,9,MCO,22090,35,183.12,3.53,19016.19,15828.57,25.66,21.93,1014.92
2019,9,MEM,4646,33,182.38,1.73,21008.28,16073.27,26.45,20.25,1016.42
2019,9,ORD,74388,54,194.72,4.22,9041.6,14906.65,18.42,14.49,1016.67
2019,9,RSW,3439,31,154.62,3.03,20013.55,16093.0,27.8,23.19,1014.69
2019,9,SDF,4661,26,241.58,2.8,19699.2,16075.12,23.82,13.7,1016.94
2019,9,SEA,35842,25,158.75,3.34,9009.67,14426.0,15.12,11.07,1015.89
2019,9,SLC,20451,31,202.59,3.83,15600.17,16063.0,17.44,4.61,1010.54
2019,9,TPA,11428,6,162.5,2.48,22000.0,16093.0,27.97,22.68,1015.35
2019,10,ATL,73479,52,243.14,3.82,14170.74,15736.13,21.96,13.06,1015.74
2019,10,AUS,12325,24,225.88,3.41,11448.71,15003.33,21.6,16.27,1013.74
2019,10,CLT,46340,38,183.5,2.38,17074.89,14824.87,22.1,12.03,1016.5
2019,10,CVG,9211,13,185.38,3.6,14251.23,15845.46,14.65,5.04,1018.55
2019,10,DAL,12569,13,130.83,4.12,13878.92,15597.85,17.7,9.62,1016.91
2019,10,DEN,53091,55,189.63,4.57,15183.3,13825.27,4.12,-4.53,1014.73
2019,10,DFW,58261,77,194.52,5.06,13415.85,15016.88,16.19,9.47,1015.38
2019,10,DTW,32764,12,219.09,3.87,3319.55,14811.25,12.32,6.85,1017.87
2019,10,FLL,20719,18,116.47,4.62,10834.39,16093.0,27.01,22.87,1014.33
2019,10,IAH,37924,4,150.0,5.28,13362.25,16093.0,22.1,14.18,1013.97
2019,10,JFK,34961,29,174.64,5.45,13321.46,15694.93,15.07,9.72,1020.14
2019,10,LAX,51694,35,146.84,2.52,17610.45,15605.33,19.45,7.51,1012.28
2019,10,MCI,9654,21,245.24,4.24,11599.25,16084.14,11.25,5.58,1015.88
2019,10,MCO,26367,20,158.42,3.61,16117.88,15951.15,25.96,20.38,1014.79
2019,10,MEM,4978,42,162.97,3.77,15269.37,14674.83,15.99,9.93,1018.61
2019,10,ORD,78666,36,225.16,3.97,10184.53,16037.97,10.49,5.83,1015.89
2019,10,RSW,4419,12,112.0,2.42,16835.25,15556.58,25.61,22.82,1013.6
2019,10,SDF,5127,30,196.92,3.17,14221.26,15168.7,17.18,9.1,1018.99
2019,10,SEA,36224,13,131.67,2.46,12179.5,13898.08,8.42,3.55,1020.42
2019,10,SLC,20983,24,246.11,3.31,16530.0,15880.21,6.27,-5.26,1023.18
2019,10,TPA,13007,16,80.0,2.16,16199.08,16075.56,25.89,21.49,1015.76
2019,11,ATL,68191,14,223.08,3.21,6760.71,15173.43,11.59,4.57,1018.22
2019,11,AUS,11288,7,236.0,2.81,7783.43,15403.43,14.99,12.7,1017.18
2019,11,CLT,44260,21,221.33,3.02,16798.22,15922.05,8.03,-0.81,1020.26
2019,11,CVG,8484,11,206.36,3.01,14272.18,15654.09,3.69,-1.53,1022.28
2019,11,DAL,12118,7,264.0,3.23,7683.43,12759.43,12.49,7.6,1018.15
2019,11,DEN,47928,15,217.33,3.91,14108.57,13511.93,0.23,-5.87,1015.72
2019,11,DFW,55984,47,217.39,4.36,11967.21,14354.0,8.91,3.6,1022.91
2019,11,DTW,30100,3,293.33,3.8,7953.0,16093.0,2.23,-2.6,1022.0
2019,11,FLL,23079,12,210.0,2.35,13199.67,16093.0,21.99,17.51,1015.12
2019,11,IAH,37164,9,204.29,1.77,7797.38,11825.56,11.26,9.29,1021.24
2019,11,JFK,32668,21,262.22,5.46,13976.71,16093.0,4.7,-3.2,1022.65
2019,11,LAX,48888,20,135.0,2.19,16007.16,12726.26,16.67,8.16,1014.51
2019,11,MCI,8699,10,238.0,2.84,18161.0,16083.7,3.71,-2.84,1020.06
2019,11,MCO,27668,7,355.0,0.96,18638.17,15325.57,17.61,14.23,1018.16
2019,11,MEM,4736,21,61.88,3.03,16173.89,15466.67,4.8,-1.07,1027.05
2019,11,ORD,71343,11,238.75,3.17,14164.09,14255.82,0.95,-3.79,1020.44
2019,11,RSW,6695,8,55.0,3.49,9316.75,16093.0,23.32,17.86,1016.99
2019,11,SDF,4706,5,126.0,2.18,15327.0,15412.2,5.54,-1.2,1016.02
2019,11,SEA,33685,6,172.0,3.25,4881.4,12601.67,9.82,6.6,1023.72
2019,11,SLC,19045,13,173.33,2.54,15288.45,16071.54,4.38,-3.5,1022.58
2019,11,TPA,14178,21,148.24,2.94,13973.0,16084.14,20.9,15.32,1017.27
2019,12,ATL,71013,7,217.14,6.19,14051.86,15403.29,8.43,-0.86,1018.94
2019,12,AUS,11516,2,335.0,4.15,22000.0,16093.0,10.0,-1.1,1019.2
2019,12,CLT,45021,4,136.67,2.95,16576.25,13679.0,7.22,-0.12,1021.0
2019,12,CVG,8362,9,155.71,2.91,14334.86,13668.22,3.29,-1.06,1021.36
2019,12,DAL,12717,1,,0.0,22000.0,9656.0,2.2,0.6,1021.0
2019,12,DEN,50703,8,232.86,2.72,20088.25,14472.12,-2.3,-8.49,1015.48
2019,12,DFW,57386,14,304.62,5.47,14922.79,16093.0,10.74,3.02,1018.72
2019,12,DTW,31008,4,250.0,5.52,1585.0,12070.0,0.85,-3.5,1012.38
2019,12,FLL,25078,7,243.33,3.74,15871.14,16093.0,20.56,17.94,1014.43
2019,12,IAH,38563,0,,,,,,,
2019,12,JFK,34898,12,170.0,4.97,7194.91,13503.75,2.76,-0.67,1023.14
2019,12,LAX,52698,13,113.33,2.06,11392.31,15343.08,14.43,5.88,1019.22
2019,12,MCI,8777,1,200.0,3.1,,16000.0,0.0,-2.8,1027.4
2019,12,MCO,30049,16,217.33,3.64,20335.85,15202.31,18.37,13.92,1020.28
2019,12,MEM,4813,9,186.0,1.67,11576.12,14838.22,4.84,-0.04,1021.29
2019,12,ORD,73413,8,195.71,4.06,9461.5,14131.62,2.86,0.06,1014.98
2019,12,RSW,8157,11,197.14,2.06,16329.82,14703.18,18.15,15.55,1015.83
2019,12,SDF,4738,2,180.0,2.55,14810.0,16046.5,9.2,4.2,1020.5
2019,12,SEA,35419,8,245.71,2.2,3698.62,9706.25,7.22,5.12,1018.73
2019,12,SLC,21003,15,182.5,1.75,10244.55,15505.73,-0.37,-4.29,1021.78
2019,12,TPA,15856,6,128.0,3.53,9184.0,11301.17,17.22,13.43,1020.58
2020,1,ATL,70742,9,185.56,3.33,16736.25,15348.33,10.06,4.31,1024.6
2020,1,AUS,10937,3,165.0,3.8,655.0,11502.33,14.03,9.0,1021.9
2020,1,CLT,45991,1,40.0,6.7,,16000.0,6.1,-8.9,1032.4
2020,1,CVG,8151,6,245.0,4.88,7912.67,14437.33,-4.25,-9.9,1029.02
2020,1,DAL,12292,2,215.0,3.35,15572.0,16093.0,8.05,0.85,1019.5
2020,1,DEN,48556,10,247.0,5.14,14967.9,15932.1,0.39,-9.73,1018.22
2020,1,DFW,54198,8,201.67,3.39,3399.86,8437.12,7.59,6.14,1017.38
2020,1,DTW,29900,2,310.0,1.05,853.0,15288.5,-3.3,-7.8,1036.1
2020,1,FLL,24878,3,220.0,5.17,14961.33,16093.0,21.5,18.17,1019.77
2020,1,IAH,37386,2,85.0,6.95,11305.0,16093.0,18.05,7.2,1022.45
2020,1,JFK,34157,5,192.0,4.32,14846.0,16093.0,-0.52,-4.44,1029.22
2020,1,LAX,50253,6,112.5,2.4,16546.33,15556.67,14.73,5.55,1019.43
2020,1,MCI,8361,2,280.0,5.65,22000.0,16093.0,-1.95,-6.95,1023.55
2020,1,MCO,29496,15,221.54,2.85,15241.0,13253.33,16.18,11.3,1022.25
2020,1,MEM,4566,3,140.0,2.57,7607.67,13411.0,4.83,1.87,1025.3
2020,1,ORD,67976,3,253.33,6.7,14768.33,16093.0,-0.57,-5.93,1011.87
2020,1,RSW,8512,4,160.0,3.47,16804.75,16093.0,17.38,10.58,1022.7
2020,1,SDF,4365,3,186.67,4.47,1341.0,16031.0,3.17,-4.07,1018.6
2020,1,SEA,33619,6,185.0,6.77,1712.8,13931.83,7.0,4.2,1011.38
2020,1,SLC,21193,13,163.33,2.62,7077.42,12396.85,1.02,-1.57,1019.54
2020,1,TPA,14848,8,175.71,4.86,17825.6,16058.12,16.74,9.04,1021.93
2020,2,ATL,65795,9,222.22,3.31,4340.14,8794.11,10.74,7.84,1015.63
2020,2,AUS,10272,1,,0.0,22000.0,16093.0,5.0,1.1,1019.3
2020,2,CLT,42340,5,194.0,3.4,13971.75,14674.4,6.68,-0.66,1021.66
2020,2,CVG,7828,8,205.0,4.76,10171.4,13433.12,1.18,-3.62,1022.74
2020,2,DAL,11602,0,,,,,,,
2020,2,DEN,45574,5,218.0,3.7,17566.75,16074.4,-2.78,-10.54,1016.74
